UNIQID	AVERAGE	Pv.1	Pv.2	Sst.1	Sst.2	Gad2.1	Gad2.2	Gad2.3	Purkinje.1	Purkinje.2	Purkinje.3	Camk2a.1	Camk2a.2	Camk2a.3	Neocortex.1	Neocortex.2	Neocortex.3	Cerebellum.1	Cerebellum.2	Cerebellum.3
mmu-miR-873*	229.71	22.35	14.86	265.88	215.65	273.7	207.7	256.3	116.33	76.07	124.3	703.27	675.26	541.96	204.74	329.41	281.52	16.26	33.41	5.56
mmu-miR-335-3p	229.13	228.14	189.72	469.2	325.51	88.43	178.03	157.5	19.39	8.01	8.88	938.98	469.41	862.6	37.23	122	155.58	56.92	21.26	16.68
mmu-miR-1298	227.16	146.19	163.49	187.68	248.2	225.98	209.04	325.03	4.85	0	5.92	191.09	150.49	253.48	107.03	56.12	113.9	666.76	476.83	784.02
mmu-miR-325*	226.04	626.68	608.49	523.94	309.23	305.98	300.75	246.28	77.55	140.14	118.38	81.48	88.11	88.91	172.17	112.24	200.95	121.97	88.08	83.41
mmu-miR-191*	221.84	202.06	222.06	187.68	268.55	229.49	187.47	206.19	276.28	276.27	331.47	237.66	211.31	198.63	190.78	287.93	288	187.02	142.75	83.41
mmu-miR-142-5p	205.72	7.45	10.49	15.64	20.34	3.51	31.02	4.3	4.85	84.08	2.96	1.94	3.9	5.68	837.59	1073.64	962.17	227.67	294.6	316.94
mmu-miR-204*	204.74	2.79	2.62	39.1	69.17	25.26	22.93	40.09	14.54	8.01	2.96	59.17	60.04	58.64	307.12	297.69	251.89	845.64	1087.3	695.05
mmu-miR-99b*	203.49	100.57	123.27	273.7	244.13	173.34	234.67	190.44	319.9	192.19	219.01	244.45	282.27	243.08	162.86	192.77	116.68	146.36	173.12	233.54
mmu-miR-219-3p	198.08	14.9	15.74	31.28	24.41	19.65	21.58	15.75	33.93	28.03	11.84	6.79	10.92	4.73	1228.46	854.03	1365.92	40.66	18.22	16.68
mmu-miR-494	195.09	75.42	81.31	172.04	69.17	78.6	107.89	104.52	620.42	584.57	535.68	188.18	113.84	170.25	200.09	134.2	205.58	81.31	100.23	83.41
mmu-miR-574-5p	190.68	140.61	185.34	766.36	764.95	414.06	473.38	370.85	9.69	20.02	8.88	4.85	3.9	6.62	116.33	229.37	72.23	0	24.3	11.12
mmu-miR-141	187.01	13.04	11.37	39.1	16.28	20.35	205	120.28	14.54	4	8.88	12.61	5.46	2.84	55.84	2884.19	85.2	16.26	21.26	16.68
mmu-miR-34b-5p	186.06	311.94	293.75	531.76	496.4	232.3	194.21	254.87	19.39	12.01	14.8	27.16	37.43	39.73	69.8	48.8	78.71	349.64	227.79	294.7
mmu-miR-376b*	172.52	191.82	149.5	328.44	219.72	159.31	136.22	302.12	96.94	48.05	59.19	126.1	176.22	116.34	195.44	431.9	375.98	32.52	82	50.04
mmu-miR-17	171.29	48.42	58.58	164.22	105.79	69.48	52.6	138.89	53.32	84.08	26.64	281.31	265.89	341.45	376.91	263.53	425.98	162.62	179.19	155.69
mmu-miR-296-3p	169.59	18.62	21.86	875.84	541.16	475.82	346.61	393.76	0	0	2.96	28.13	63.16	59.59	79.11	112.24	100.01	32.52	48.59	22.24
mmu-miR-532-3p	169.12	74.49	52.46	328.44	272.61	130.53	140.26	57.27	135.72	108.11	65.11	201.76	123.98	171.2	69.8	95.16	52.78	422.82	416.09	294.7
mmu-miR-339-3p	168.80	100.57	108.41	250.24	427.23	234.4	200.95	130.3	96.94	104.1	219.01	98.94	291.62	248.76	223.36	131.76	110.2	65.05	82	83.41
mmu-miR-28*	166.19	135.02	127.64	31.28	85.45	87.02	76.87	58.71	441.08	488.48	559.36	42.68	24.17	37.83	93.07	58.56	64.82	203.28	297.64	244.66
mmu-miR-30c-1*	164.23	151.78	245.67	234.6	382.47	165.62	211.74	219.07	82.4	68.07	100.62	63.05	128.66	80.4	204.74	175.69	175.95	195.15	145.78	88.97
mmu-miR-370*	164.19	216.96	225.56	226.78	288.89	214.05	269.74	243.41	67.86	80.08	20.72	164.9	174.66	172.14	148.9	287.93	226.88	40.66	27.33	22.24
mmu-miR-425*	164.02	199.27	262.28	406.64	427.23	162.12	138.91	110.25	208.42	200.2	174.61	84.39	107.6	89.85	111.68	146.41	93.53	73.18	69.85	50.04
mmu-miR-495	158.58	234.66	293.75	453.56	394.68	117.9	140.26	300.69	121.17	144.14	109.5	136.77	145.03	157.01	46.53	61	72.23	24.39	48.59	11.12
mmu-miR-17*	156.76	20.49	13.99	39.1	77.31	63.16	71.48	91.64	63.01	48.05	50.31	219.23	223.79	229.84	330.38	419.7	481.55	178.89	173.12	183.49
mmu-miR-30d*	155.58	238.38	231.68	187.68	264.48	96.85	110.59	73.02	116.33	168.16	213.09	108.64	96.69	111.61	60.49	51.24	102.79	219.54	249.05	255.78
mmu-miR-33*	154.28	29.8	40.22	140.76	394.68	76.5	142.96	156.07	14.54	32.03	11.84	223.11	263.55	217.54	288.5	341.61	192.62	178.89	97.19	88.97
mmu-miR-700*	152.53	188.1	159.12	234.6	199.37	167.73	217.14	160.37	48.47	84.08	35.51	11.64	17.93	10.4	88.41	124.44	59.27	398.43	370.53	322.5
mmu-miR-19b	152.25	25.14	28.85	62.56	16.28	53.34	59.34	94.5	38.78	64.06	35.51	186.24	187.92	228.89	349	402.61	456.54	252.07	173.12	177.93
mmu-miR-29b-2*	144.50	227.21	237.8	297.16	203.44	202.12	164.54	166.09	155.1	136.13	139.1	114.46	110.72	179.71	65.15	73.2	128.72	48.79	51.63	44.48
mmu-miR-342-5p	138.96	187.17	215.07	281.52	199.37	195.1	171.28	220.5	43.62	68.07	112.46	72.75	95.13	78.5	116.33	114.68	172.25	105.71	118.45	72.29
mmu-miR-3084*	137.67	193.68	244.8	156.4	130.2	122.11	101.15	154.64	445.92	312.31	290.04	42.68	77.19	41.62	60.49	63.44	106.5	24.39	42.52	5.56
mmu-miR-18a	137.52	57.73	61.2	78.2	85.45	58.25	63.39	95.93	67.86	52.05	38.47	137.74	205.07	209.98	362.95	383.09	344.49	113.84	97.19	100.09
mmu-miR-877	134.24	97.77	151.25	203.32	146.48	157.9	132.17	160.37	189.03	192.19	366.98	92.15	156.73	130.53	83.76	78.08	73.16	40.66	42.52	55.6
mmu-miR-350	133.17	77.29	97.92	273.7	122.07	48.42	56.64	75.89	159.95	112.11	68.07	87.3	47.56	76.61	172.17	153.73	184.28	252.07	230.82	233.54
mmu-miR-412-3p	133.00	250.49	249.17	297.16	329.58	214.05	175.33	70.16	116.33	180.18	106.54	110.58	111.5	140.93	37.23	17.08	52.78	24.39	21.26	22.24
mmu-miR-32	131.66	16.76	9.62	7.82	24.41	11.93	9.44	20.05	38.78	72.07	11.84	58.2	67.06	72.83	195.44	319.65	265.78	609.84	334.09	355.87
mmu-miR-322*	125.61	6.52	8.74	7.82	16.28	2.81	10.79	20.05	9.69	4	11.84	3.88	2.34	2.84	474.63	817.43	641.75	154.49	118.45	72.29
mmu-miR-138-1*	125.25	34.45	27.98	93.84	118	39.3	47.2	77.32	411.99	496.49	216.05	109.61	116.18	138.09	116.33	158.61	117.61	16.26	33.41	11.12
mmu-miR-380-5p	123.81	173.2	215.07	179.86	162.76	145.27	176.68	178.98	67.86	96.09	145.02	122.22	102.93	106.88	83.76	114.68	109.27	81.31	51.63	38.92
mmu-miR-495*	121.45	216.96	194.09	273.7	301.1	117.9	114.64	216.21	92.09	68.07	65.11	78.57	106.83	86.07	111.68	85.4	125.94	32.52	15.19	5.56
mmu-miR-669a-5p	118.60	163.89	199.33	140.76	138.34	90.53	56.64	91.64	14.54	28.03	11.84	27.16	36.65	28.38	107.03	87.84	202.8	187.02	346.23	294.7
mmu-miR-324-3p	117.14	142.47	131.14	117.3	219.72	120.01	141.61	107.39	92.09	56.05	73.99	193.03	234.7	195.79	55.84	107.36	52.78	48.79	91.11	44.48
mmu-miR-669p	115.48	159.23	194.09	125.12	134.27	87.72	56.64	88.77	14.54	28.03	11.84	27.16	35.87	28.38	97.72	85.4	194.47	187.02	343.2	294.7
mmu-miR-323-5p	114.95	85.67	147.75	226.78	423.16	241.42	192.86	144.62	33.93	36.04	71.03	105.73	148.15	125.8	83.76	46.36	42.6	16.26	12.15	0
mmu-miR-106b*	113.09	57.73	65.57	242.42	158.69	56.14	45.85	25.77	155.1	96.09	112.46	108.64	101.37	89.85	74.45	41.48	47.23	276.46	148.82	244.66
mmu-miR-182	112.38	902.31	27.1	15.64	4.07	11.23	26.97	50.11	24.23	4	2.96	3.88	5.46	6.62	60.49	178.13	34.26	292.72	212.6	272.46
mmu-miR-670*	112.31	53.08	92.67	101.66	134.27	159.31	141.61	121.71	38.78	8.01	5.92	15.52	7.8	16.08	51.19	31.72	47.23	317.12	501.13	289.14
mmu-miR-1249	109.46	38.18	47.21	117.3	73.24	24.56	33.72	12.89	145.41	264.26	79.91	43.65	39.77	48.24	18.61	26.84	18.52	504.13	309.79	233.54
mmu-miR-100*	109.24	54.94	42.84	179.86	146.48	56.85	87.66	94.5	82.4	32.03	56.23	75.66	92.01	68.1	120.98	180.57	226.88	121.97	127.56	227.98
mmu-miR-379*	109.20	242.1	228.18	148.58	252.27	69.48	114.64	148.91	29.08	52.05	44.39	145.5	196.5	129.58	32.57	100.04	90.75	24.39	9.11	16.68
mmu-miR-362-3p	102.92	35.38	20.98	125.12	48.83	53.34	55.3	60.14	121.17	112.11	68.07	64.02	35.87	50.13	153.56	143.97	151.87	227.67	261.19	166.81
mmu-miR-210	102.02	26.07	25.35	297.16	170.89	45.62	22.93	25.77	135.72	64.06	100.62	122.22	130.22	227.95	32.57	43.92	57.42	146.36	124.52	139.01
mmu-miR-670	101.33	12.11	24.48	86.02	24.41	129.83	109.24	147.48	9.69	0	2.96	11.64	13.26	15.13	69.8	117.12	110.2	422.82	285.49	333.62
mmu-miR-666-3p	101.11	196.48	218.57	250.24	207.51	169.13	109.24	138.89	77.55	88.09	115.42	28.13	56.92	50.13	60.49	51.24	56.49	8.13	27.33	11.12
mmu-miR-331-5p	99.33	96.84	108.41	203.32	166.82	132.64	122.73	143.18	58.16	44.04	11.84	97.97	125.54	100.26	107.03	117.12	101.87	48.79	72.89	27.8
mmu-miR-493*	99.11	115.47	122.4	195.5	195.31	75.79	75.53	64.43	135.72	144.14	59.19	111.55	133.34	149.44	51.19	65.88	89.83	56.92	30.37	11.12
mmu-miR-467d	98.93	46.56	51.58	109.48	56.96	44.92	47.2	68.73	116.33	92.09	82.87	38.8	49.9	40.67	125.64	165.93	175.95	121.97	221.71	222.42
mmu-miR-423-3p	95.91	90.32	124.15	187.68	166.82	75.09	98.45	51.55	116.33	120.12	186.45	57.23	70.96	95.53	23.27	21.96	64.82	73.18	109.34	88.97
mmu-miR-676*	94.44	3.72	4.37	125.12	48.83	60.35	64.74	110.25	290.82	228.22	156.86	62.08	70.18	70.94	93.07	153.73	178.73	16.26	39.48	16.68
mmu-miR-540-5p	93.71	52.15	44.59	117.3	146.48	86.32	134.87	128.87	150.26	140.14	142.06	91.18	60.04	87.96	107.03	100.04	83.34	32.52	36.45	38.92
mmu-let-7i*	90.36	46.56	47.21	70.38	28.48	15.44	13.49	4.3	227.81	232.23	109.5	45.59	50.68	69.05	13.96	17.08	40.75	308.98	197.41	177.93
mmu-miR-374*	89.50	121.05	90.92	218.96	150.55	80.01	84.97	67.3	67.86	104.1	38.47	72.75	71.74	66.21	88.41	87.84	112.05	56.92	75.93	44.48
mmu-miR-153*	88.91	66.11	36.72	148.58	223.79	75.79	56.64	121.71	4.85	4	0	137.74	76.41	99.31	186.13	178.13	178.73	16.26	39.48	38.92
mmu-miR-186*	88.08	63.32	84.8	93.84	105.79	45.62	44.51	42.96	77.55	108.11	47.35	57.23	70.18	49.18	88.41	82.96	90.75	203.28	173.12	144.57
mmu-miR-455	87.88	1.86	2.62	0	4.07	2.81	5.39	1.43	4.85	36.04	17.76	23.28	21.05	21.75	65.15	246.45	190.77	447.21	315.86	261.34
mmu-miR-666-5p	87.48	172.27	208.08	218.96	268.55	127.03	90.36	80.18	43.62	44.04	130.22	23.28	53.8	47.29	46.53	51.24	28.71	16.26	6.07	5.56
mmu-miR-667	85.82	131.3	122.4	226.78	122.07	85.62	126.78	85.91	92.09	104.1	94.71	101.85	78.75	94.58	18.61	31.72	28.71	40.66	27.33	16.68
mmu-miR-350*	81.65	25.14	27.1	23.46	44.76	47.72	66.09	52.98	14.54	68.07	97.67	85.36	113.84	66.21	186.13	178.13	152.8	97.57	109.34	94.53
mmu-miR-137*	79.82	3.72	5.25	78.2	89.52	36.49	39.11	68.73	0	0	0	129.98	183.24	191.06	190.78	239.13	247.26	0	3.04	11.12
mmu-miR-760-3p	75.97	84.74	100.54	195.5	215.65	103.16	95.76	45.82	67.86	64.06	171.65	41.71	42.89	52.02	74.45	26.84	26.86	8.13	9.11	16.68
mmu-miR-93*	70.27	25.14	21.86	62.56	28.48	42.11	43.16	60.14	82.4	32.03	85.83	71.78	74.86	56.75	60.49	134.2	124.09	105.71	112.37	111.21
mmu-miR-218-2*	68.12	62.39	55.95	23.46	36.62	33.69	20.23	67.3	0	0	0	163.93	151.27	168.36	111.68	146.41	100.94	40.66	66.82	44.48
mmu-miR-582-3p	68.10	10.24	12.24	0	16.28	16.14	20.23	18.61	14.54	12.01	0	97.97	98.25	102.15	111.68	73.2	38.89	211.41	273.34	166.81
mmu-miR-505-5p	67.64	45.63	65.57	148.58	85.45	135.45	80.92	180.41	4.85	24.02	2.96	27.16	47.56	51.08	51.19	56.12	118.53	56.92	63.78	38.92
mmu-miR-381*	67.04	22.35	41.96	179.86	130.2	58.25	48.55	85.91	4.85	28.03	8.88	41.71	73.3	50.13	69.8	100.04	112.05	89.44	72.89	55.6
mmu-miR-669m-5p	66.70	44.7	48.08	70.38	44.76	58.25	25.62	41.52	24.23	32.03	14.8	16.49	23.39	35.94	65.15	90.28	137.98	121.97	188.3	183.49
mmu-miR-1188	63.41	49.35	41.96	31.28	56.96	65.97	51.25	40.09	145.41	192.19	393.62	21.34	29.63	35	13.96	2.44	6.48	8.13	3.04	16.68
mmu-miR-34a*	63.22	277.49	317.36	23.46	4.07	59.65	75.53	85.91	29.08	20.02	29.6	33.95	25.73	31.21	13.96	31.72	25.93	48.79	45.56	22.24
mmu-miR-669b	62.97	40.97	45.46	70.38	44.76	54.04	24.28	38.66	19.39	20.02	11.84	14.55	23.39	35.94	60.49	90.28	136.13	105.71	182.23	177.93
mmu-miR-29b-1*	60.34	105.22	76.94	156.4	61.03	75.09	59.34	87.34	43.62	16.02	26.64	45.59	58.48	111.61	23.27	39.04	88.9	16.26	33.41	22.24
mmu-miR-296-5p	58.91	2.79	6.12	46.92	12.21	155.1	113.29	64.43	14.54	36.04	26.64	8.73	16.37	19.86	55.84	92.72	56.49	154.49	136.67	100.09
mmu-miR-27b*	57.99	17.69	9.62	46.92	40.69	31.58	22.93	37.23	19.39	24.02	41.43	50.44	85.77	69.05	176.82	139.09	157.43	24.39	51.63	55.6
mmu-miR-467c	57.92	21.42	26.23	15.64	16.28	25.26	18.88	31.5	48.47	48.05	35.51	25.22	35.09	22.7	83.76	107.36	131.5	178.89	106.3	122.33
mmu-miR-221*	56.71	5.59	2.62	7.82	0	4.21	8.09	37.23	0	0	0	44.62	60.82	58.64	107.03	268.41	329.67	32.52	54.67	55.6
mmu-miR-466b-3p	52.24	53.08	59.45	46.92	44.76	18.25	29.67	41.52	72.7	60.06	11.84	10.67	13.26	13.24	51.19	56.12	44.45	154.49	94.15	116.77
mmu-miR-466c-3p	52.24	53.08	59.45	46.92	44.76	18.25	29.67	41.52	72.7	60.06	11.84	10.67	13.26	13.24	51.19	56.12	44.45	154.49	94.15	116.77
mmu-miR-466e-3p	52.24	53.08	59.45	46.92	44.76	18.25	29.67	41.52	72.7	60.06	11.84	10.67	13.26	13.24	51.19	56.12	44.45	154.49	94.15	116.77
mmu-miR-497*	52.21	18.62	20.11	7.82	36.62	23.16	25.62	15.75	0	8.01	0	32.01	14.82	23.65	37.23	17.08	29.63	235.8	212.6	233.54
mmu-miR-466p-3p	51.73	53.08	59.45	46.92	36.62	18.25	29.67	41.52	72.7	60.06	11.84	10.67	11.7	13.24	51.19	56.12	44.45	154.49	94.15	116.77
mmu-miR-466a-3p	50.76	51.21	55.95	46.92	44.76	18.25	28.32	40.09	67.86	56.05	11.84	10.67	11.7	13.24	51.19	56.12	43.52	154.49	91.11	111.21
mmu-miR-190*	48.14	13.97	13.99	23.46	40.69	5.61	18.88	50.11	63.01	68.07	26.64	34.92	31.19	25.54	88.41	104.92	116.68	89.44	54.67	44.48
mmu-miR-187*	47.26	1.86	0.87	195.5	166.82	122.81	124.08	187.57	0	0	0	0	0.78	3.78	23.27	7.32	23.15	16.26	18.22	5.56
mmu-miR-223	46.62	18.62	12.24	23.46	36.62	2.11	13.49	2.86	4.85	12.01	5.92	2.91	0.78	1.89	139.6	151.29	182.43	105.71	91.11	77.85
mmu-miR-21*	45.10	40.97	30.6	31.28	32.55	23.16	32.37	37.23	33.93	88.09	32.56	16.49	24.95	23.65	93.07	41.48	53.71	56.92	63.78	100.09
mmu-miR-142-3p	45.07	4.66	8.74	0	0	4.21	13.49	0	0	20.02	0	4.85	0.78	0.95	148.9	170.81	267.63	73.18	54.67	83.41
mmu-miR-3069-5p	44.97	92.19	80.43	93.84	61.03	48.42	39.11	61.57	82.4	52.05	32.56	10.67	23.39	33.1	32.57	36.6	43.52	16.26	9.11	5.56
mmu-miR-181a-2*	44.11	3.72	7.87	0	0	4.91	9.44	14.32	19.39	12.01	35.51	2.91	4.68	7.57	120.98	158.61	150.95	105.71	85.04	94.53
mmu-miR-1193-3p	43.88	32.59	31.47	31.28	40.69	22.46	41.81	32.93	92.09	164.16	23.68	32.98	64.72	41.62	32.57	63.44	26.86	40.66	12.15	5.56
mmu-miR-3102	43.29	78.22	70.82	62.56	40.69	37.9	49.9	45.82	38.78	96.09	26.64	27.16	27.29	44.45	37.23	24.4	42.6	16.26	33.41	22.24
mmu-miR-455*	42.38	4.66	2.62	7.82	0	2.11	5.39	0	24.23	60.06	17.76	10.67	16.37	21.75	55.84	56.12	55.56	178.89	185.27	100.09
mmu-miR-500*	42.26	15.83	18.36	109.48	89.52	42.11	32.37	64.43	24.23	60.06	35.51	17.46	17.15	20.81	51.19	24.4	51.86	32.52	45.56	50.04
mmu-miR-365	41.35	9.31	6.99	39.1	24.41	10.53	14.84	25.77	121.17	176.17	73.99	15.52	24.95	20.81	23.27	31.72	23.15	65.05	45.56	33.36
mmu-miR-574-3p	41.34	15.83	17.49	70.38	69.17	31.58	44.51	35.8	4.85	0	0	0.97	0	0	65.15	161.05	88.9	56.92	72.89	50.04
mmu-miR-222*	40.71	4.66	2.62	0	12.21	15.44	2.7	10.02	0	0	0	133.86	133.34	137.15	83.76	109.8	104.64	0	12.15	11.12
mmu-miR-466d-3p	40.36	31.66	26.23	31.28	56.96	11.23	13.49	22.91	72.7	44.04	14.8	13.58	6.24	14.19	41.88	39.04	36.12	121.97	85.04	83.41
mmu-miR-673-5p	39.98	27.94	29.73	46.92	24.41	37.2	18.88	32.93	111.48	84.08	20.72	68.87	35.09	52.02	13.96	34.16	36.12	40.66	33.41	11.12
mmu-miR-30b*	39.69	29.8	35.84	46.92	28.48	25.26	29.67	34.36	24.23	16.02	35.51	26.19	29.63	21.75	93.07	46.36	68.53	24.39	54.67	83.41
mmu-miR-874*	37.95	33.52	34.97	46.92	69.17	31.58	21.58	20.05	24.23	24.02	76.95	47.53	38.21	75.67	4.65	21.96	35.19	24.39	51.63	38.92
mmu-miR-669f-5p	36.91	53.08	62.07	70.38	16.28	44.21	26.97	45.82	19.39	32.03	38.47	12.61	28.85	27.43	32.57	39.04	46.3	32.52	45.56	27.8
mmu-miR-486*	34.70	14.9	24.48	7.82	16.28	15.44	14.84	11.45	58.16	84.08	94.71	8.73	4.68	3.78	27.92	29.28	26.86	73.18	75.93	66.72
mmu-miR-491	34.27	50.28	27.98	93.84	73.24	28.07	17.53	22.91	9.69	4	5.92	19.4	21.83	15.13	51.19	48.8	35.19	24.39	51.63	50.04
mmu-miR-128-1*	34.00	5.59	10.49	7.82	8.14	11.93	12.14	2.86	4.85	0	14.8	161.02	149.71	148.5	41.88	19.52	35.19	0	6.07	5.56
mmu-miR-673-3p	32.20	33.52	35.84	31.28	40.69	37.9	32.37	38.66	19.39	32.03	47.35	23.28	24.95	22.7	32.57	31.72	37.04	16.26	24.3	50.04
mmu-miR-181b-1*	31.92	36.32	28.85	39.1	65.1	25.97	40.46	27.21	4.85	12.01	17.76	20.37	19.49	17.03	37.23	41.48	38.89	73.18	33.41	27.8
mmu-miR-539-3p	31.15	31.66	30.6	132.94	52.9	34.39	40.46	40.09	9.69	16.02	5.92	31.04	14.04	29.32	23.27	34.16	37.04	8.13	9.11	11.12
mmu-miR-491*	31.08	38.18	46.34	39.1	93.58	22.46	28.32	47.25	24.23	36.04	11.84	37.83	33.53	31.21	18.61	14.64	27.78	16.26	12.15	11.12
mmu-miR-377*	30.49	18.62	21.86	15.64	20.34	31.58	20.23	27.21	14.54	52.05	29.6	27.16	42.11	34.05	69.8	70.76	40.75	16.26	21.26	5.56
mmu-miR-669f-3p	29.08	28.87	33.22	7.82	16.28	7.72	8.09	17.18	48.47	32.03	8.88	6.79	4.68	9.46	23.27	56.12	53.71	65.05	63.78	61.16
mmu-miR-3068*	28.80	31.66	34.1	23.46	8.14	14.74	14.84	32.93	82.4	60.06	76.95	24.25	28.07	29.32	23.27	19.52	12.04	16.26	15.19	0
mmu-miR-297a	26.86	26.07	20.98	0	24.41	25.97	18.88	25.77	9.69	16.02	5.92	21.34	15.59	19.86	55.84	29.28	52.78	56.92	51.63	33.36
mmu-miR-503	26.82	12.11	12.24	39.1	81.38	10.53	17.53	10.02	4.85	16.02	8.88	1.94	1.56	6.62	74.45	63.44	92.6	32.52	18.22	5.56
mmu-miR-467a	26.55	26.07	25.35	15.64	24.41	10.53	8.09	11.45	24.23	28.03	17.76	8.73	9.36	18.92	65.15	21.96	50.93	48.79	66.82	22.24
mmu-miR-467b	26.55	26.07	25.35	15.64	24.41	10.53	8.09	11.45	24.23	28.03	17.76	8.73	9.36	18.92	65.15	21.96	50.93	48.79	66.82	22.24
mmu-miR-140	26.48	46.56	41.09	46.92	85.45	15.44	26.97	10.02	4.85	16.02	17.76	16.49	17.93	12.3	32.57	31.72	25.93	0	27.33	27.8
mmu-miR-26a-2*	26.12	17.69	8.74	7.82	8.14	7.72	8.09	28.64	9.69	24.02	11.84	38.8	33.53	15.13	4.65	51.24	30.56	81.31	36.45	72.29
mmu-miR-98*	25.57	40.04	25.35	46.92	32.55	4.91	5.39	25.77	63.01	92.09	20.72	10.67	13.26	17.03	4.65	4.88	5.56	40.66	21.26	11.12
mmu-miR-34b-3p	25.28	27	30.6	39.1	20.34	16.14	14.84	28.64	0	0	0	10.67	7.02	16.08	9.31	9.76	23.15	130.1	69.85	27.8
mmu-miR-669o-5p	24.96	32.59	28.85	46.92	16.28	9.83	9.44	7.16	38.78	32.03	20.72	1.94	2.34	3.78	23.27	9.76	26.86	48.79	42.52	72.29
mmu-miR-345-3p	24.95	5.59	6.12	15.64	4.07	44.92	47.2	28.64	33.93	44.04	118.38	3.88	24.17	13.24	18.61	26.84	12.96	0	9.11	16.68
mmu-miR-135a-2*	24.85	0.93	2.62	0	16.28	11.23	2.7	0	0	0	0	42.68	59.26	51.08	60.49	70.76	74.08	32.52	36.45	11.12
mmu-miR-551b*	24.49	1.86	1.75	70.38	56.96	21.76	39.11	41.52	4.85	4	2.96	33.95	19.49	27.43	27.92	48.8	50.93	0	6.07	5.56
mmu-miR-466d-5p	24.49	30.73	41.09	31.28	24.41	23.86	12.14	35.8	19.39	32.03	14.8	8.73	13.26	11.35	27.92	36.6	42.6	16.26	15.19	27.8
mmu-miR-466n-5p	24.49	30.73	41.09	31.28	24.41	23.86	12.14	35.8	19.39	32.03	14.8	8.73	13.26	11.35	27.92	36.6	42.6	16.26	15.19	27.8
mmu-miR-31*	23.94	0.93	2.62	54.74	28.48	9.83	2.7	5.73	58.16	52.05	20.72	49.47	34.31	55.8	23.27	21.96	25	0	9.11	0
mmu-miR-669l	23.65	19.55	10.49	15.64	4.07	12.63	4.05	8.59	14.54	24.02	20.72	2.91	4.68	6.62	9.31	34.16	43.52	97.57	60.74	55.6
mmu-miR-133b*	23.54	0	0	0	0	0	0	0	111.48	132.13	186.45	0	0	0	0	0	0	0	6.07	11.12
mmu-miR-1298*	23.26	18.62	12.24	31.28	40.69	32.28	51.25	40.09	0	4	0	12.61	16.37	35	46.53	24.4	20.37	24.39	15.19	16.68
mmu-miR-7a-2*	22.99	2.79	3.5	7.82	16.28	18.95	28.32	34.36	14.54	32.03	29.6	33.95	14.04	32.16	46.53	73.2	37.04	0	6.07	5.56
mmu-miR-877*	20.78	34.45	33.22	23.46	16.28	17.54	20.23	10.02	53.32	72.07	23.68	8.73	24.17	17.97	0	2.44	3.7	16.26	6.07	11.12
mmu-miR-297c	20.38	31.66	15.74	31.28	24.41	17.54	9.44	12.89	67.86	44.04	23.68	9.7	11.7	9.46	9.31	19.52	17.59	16.26	15.19	0
mmu-miR-410*	19.94	24.21	34.1	39.1	44.76	28.07	26.97	21.48	19.39	12.01	23.68	11.64	21.05	17.03	4.65	12.2	16.67	16.26	0	5.56
mmu-miR-1943	19.74	23.28	14.86	23.46	32.55	11.23	13.49	18.61	38.78	28.03	47.35	9.7	11.7	13.24	18.61	14.64	12.96	16.26	15.19	11.12
mmu-miR-539-5p	19.52	10.24	17.49	39.1	32.55	35.79	33.72	34.36	0	4	8.88	12.61	11.7	17.97	23.27	12.2	48.15	8.13	15.19	5.56
mmu-miR-675-5p	19.50	1.86	0.87	7.82	8.14	10.53	12.14	14.32	72.7	56.05	62.15	16.49	10.14	21.75	9.31	2.44	6.48	24.39	27.33	5.56
mmu-miR-466p-5p	19.50	27.94	29.73	0	44.76	12.63	8.09	17.18	14.54	12.01	11.84	1.94	8.58	3.78	13.96	12.2	19.45	65.05	33.41	33.36
mmu-miR-331-3p	19.35	24.21	20.11	46.92	40.69	28.77	25.62	34.36	9.69	4	5.92	6.79	20.27	19.86	9.31	31.72	22.23	0	6.07	11.12
mmu-let-7c-1*	19.12	9.31	6.99	15.64	12.21	4.91	8.09	4.3	4.85	4	0	6.79	3.9	10.4	18.61	31.72	30.56	73.18	45.56	72.29
mmu-miR-133a*	18.87	78.22	123.27	0	0	30.18	17.53	21.48	9.69	8.01	2.96	11.64	22.61	14.19	4.65	2.44	5.56	0	6.07	0
mmu-miR-672*	18.56	3.72	12.24	7.82	40.69	21.05	39.11	30.07	0	0	0	10.67	23.39	17.03	9.31	68.32	49.08	0	9.11	11.12
mmu-let-7f-2*	18.27	16.76	11.37	15.64	4.07	9.12	25.62	15.75	19.39	12.01	14.8	7.76	7.02	4.73	13.96	29.28	16.67	65.05	30.37	27.8
mmu-miR-188-3p	18.13	15.83	10.49	31.28	44.76	24.56	20.23	2.86	14.54	24.02	14.8	10.67	14.82	14.19	0	24.4	6.48	32.52	21.26	16.68
mmu-miR-466a-5p	17.44	25.14	25.35	0	48.83	11.93	8.09	12.89	14.54	12.01	8.88	1.94	3.12	3.78	13.96	12.2	11.11	56.92	27.33	33.36
mmu-miR-20a*	16.84	2.79	5.25	0	4.07	4.91	2.7	2.86	0	4	0	16.49	14.04	17.97	55.84	51.24	96.31	24.39	6.07	11.12
mmu-miR-15b*	16.60	2.79	1.75	0	0	2.11	2.7	1.43	14.54	20.02	11.84	10.67	3.9	2.84	27.92	48.8	49.08	48.79	27.33	38.92
